SampleName,cAngles_ch1_1,cAngles_ch1_2,cAngles_ch2_1,cAngles_ch2_2,R_ch1,R_ch2,R_int,C_ch1_x,C_ch1_y,C_ch2_x,C_ch2_y,C_Int_x,C_Int_y,intT_A_AB,intT_B_AB,avg_ch1,avg_ch2,theta,cos_theta2
17,101.586510095303,101.584841554923,118.618307688694,118.619976229075,40.4300444808992,67.2095126680296,90.4465556425126,120.121889683938,188.183634277892,134.333892421302,145.767597046689,91.0934815781574,274.814961430807,1.35986553884147,1.51757124565637,101.585675825113,118.619141958885,139.795182216002,0.343699176712331
18,111.533569151957,111.522603568336,114.554978116837,114.565943700458,52.433516708382,78.0718722582692,132.637056133027,147.140050959442,228.677290693351,156.602727140589,173.20861510646,126.366403020961,350.36688481265,1.26250331490656,1.29125716777056,111.528086360146,114.560460908647,133.911452731206,0.391442304913643
19,103.284942706578,103.247626298865,108.303770798981,108.341087206694,73.6732600696304,47.6394128511232,69.4277364122625,253.439103648196,191.560024374923,286.485769127453,166.544874637896,342.936267110388,123.850715274966,1.81227502147713,1.85811457152878,103.266284502721,108.322429002837,148.411286494441,0.272185473747939
19,106.408275483379,106.492587266576,110.951186335424,110.866874552227,59.2109226148378,88.1594849268863,123.889844253371,272.573262820591,284.259340964504,234.729716375826,244.918343328985,356.702590933495,371.568805743742,1.53943188894337,1.58049367485585,106.450431374978,110.909030443825,142.640538181197,0.320277883180444
19,115.040268788026,115.009911172474,103.363561134001,103.393918749553,60.195598111929,88.1594849268863,105.590034425238,180.180379864101,255.046831163784,234.729716375826,244.918343328985,84.8781654359951,272.707722954076,1.56610036259812,1.45866451098408,115.02508998025,103.378739941777,141.596170077973,0.328898209855834
19,118.846390690267,118.794573705344,100.796970401744,100.848787386666,73.6732600696304,88.1594849268863,187.973639028026,253.439103648196,191.560024374923,234.729716375826,244.918343328985,308.310552322079,35.3481281214857,1.53950107360682,1.37323651054892,118.820482197806,100.822878894205,140.356638907989,0.339093922362822
21,94.4474997700065,94.4894592245048,136.654016547005,136.695976001504,42.3913673670645,83.6490202826477,157.416982592616,140.989659071735,230.304467367564,172.987025720497,180.133597023289,51.5737190206167,370.395018790435,0.881107968010051,1.28025617523651,94.4684794972557,136.674996274255,128.85652422849,0.431640852077
21,114.990164526767,115.162125490256,92.8850358886575,92.7130749251677,63.7153031176132,83.6490202826477,96.4420355365352,205.051084379276,204.752392643593,172.987025720497,180.133597023289,276.777527189678,259.586732115787,2.13626954392946,1.93722739762729,115.076145008512,92.7990554069126,152.124799584576,0.240865020893634
22,115.110658312028,115.035850297367,103.938453740045,104.013261754706,42.3218963995962,68.6325330988794,64.7275002674971,116.799459674624,203.513790233802,138.016152042823,164.272652123542,87.9788809119115,256.703767238007,1.54034710143416,1.4377562044786,115.073254304698,103.975857747376,140.950887947927,0.334210829158667
22,116.407106033148,116.241675637953,91.9251949284629,92.090625323658,47.4682645360969,68.6325330988794,59.3641248531744,149.329051338483,131.099398130984,138.016152042823,164.272652123542,167.930559253301,76.950247999577,2.10581251261952,1.88859458070791,116.324390835551,92.0079101260604,151.667699038389,0.244734608788518
23,115.461176668915,115.476541867783,93.8247174241266,93.8093522252585,72.4869360043157,96.3818073370158,111.238705681899,487.392863264246,235.693215714345,438.986792500638,231.993197045877,590.49526497404,243.554742840622,2.03975373280076,1.84562281360062,115.468859268349,93.8170348246925,150.714105906958,0.25279465057623
23,125.368827129961,125.328748367094,93.0123443767617,93.0524231396289,68.9595788901722,96.3818073370158,103.165826203534,407.62959193388,283.38709288554,438.986792500638,231.993197045877,363.495356966359,355.62962608762,1.60833554575676,1.31367064799722,125.348787748527,93.0323837581953,141.618828493278,0.328711472195909
24,98.9207604290773,98.8840886117094,109.143999707264,109.180671524632,32.4425052040929,68.0838066441153,32.228420522086,198.471354620748,153.612098397407,159.213418395943,169.377767343216,237.482003124675,137.96290999091,2.00776644881764,2.09993180672341,98.9024245203933,109.162335615948,151.935239863659,0.242470208701688
24,105.183348715178,105.192706697301,109.834525583541,109.825167601417,43.4323128260347,68.0838066441153,76.6726609583895,120.045613951758,181.385514006783,159.213418395943,169.377767343216,45.8669470959831,204.134388084331,1.63933739918774,1.6818011791416,105.18802770624,109.829846592479,144.982125701282,0.300854559173399
24,125.21215757582,125.202138815325,92.6327604151615,92.6227416546671,33.961307573394,68.0838066441153,30.9214362661711,146.115534160823,127.899307859491,159.213418395943,169.377767343216,137.095492061476,99.3108549053753,1.62857458757559,1.33206497716517,125.207148195573,92.6277510349143,142.165100769513,0.324205536532186
24,143.165812616667,143.169715880102,118.964141929117,118.968045192552,42.441488618518,68.0838066441153,34.6978274542912,175.579465726282,199.338101537038,159.213418395943,169.377767343216,187.817228341837,221.656617868505,0.883217075992122,0.605168336317958,143.167764248385,118.966093560834,97.8661421907809,0.656940179898309
25,107.892591770863,107.957815977121,112.613297762681,112.548073556423,24.8267622373823,54.9219550358088,32.6858306463442,115.082272217548,150.182932511088,123.426398058039,111.586719807362,107.831444863009,183.843069923518,1.42155881976164,1.46485098874575,107.925203873992,112.580685659552,139.494110466456,0.34616527578578
25,108.357148935537,108.247850622947,96.3787984521731,96.4880967647633,46.604192456741,54.9219550358088,103.698985368352,144.768788044899,102.454671895801,123.426398058039,111.586719807362,236.232365498749,63.4390692381401,2.3747964490177,2.26894801508196,108.302499779242,96.4334476084682,155.26405261229,0.214189368527951
25,117.133747603281,117.153683777225,94.4461340567345,94.42619788279,22.28374084739,54.9219550358088,18.3671946508726,85.9120115818954,116.104077208298,123.426398058039,111.586719807362,64.6150714286441,118.677012706225,1.9038175422908,1.69923122547077,117.143715690253,94.4361659697623,148.420118339984,0.272111310430783
